,name,price_level,rating,user_ratings_total,formatted_address,latitude,longitude
1024,Carmine's,2,4.4,1536,"1043 N Rush St, Chicago, IL 60611, USA",41.902023,-87.6277719
435,Buffet City/Cajun Seafood Boil,2,3.9,1548,"7010 S Pulaski Rd, Chicago, IL 60629, USA",41.7653693,-87.7228553
321,Chicago French Market,NULL,4.5,1555,"131 N Clinton St, Chicago, IL 60661, USA",41.8840889,-87.6408556
75,Original Hooters,2,3.8,1562,"660 N Wells St, Chicago, IL 60610, USA",41.8941667,-87.6344444
310,Tweet,2,4.7,1575,"5020 N Sheridan Rd, Chicago, IL 60640, USA",41.9739945,-87.6552682
98,Truth Restaurant,2,4.1,1598,"56 E Pershing Rd, Chicago, IL 60653, USA",41.8239323,-87.6242253
185,The Violet Hour,3,4.6,1609,"1520 N Damen Ave, Chicago, IL 60622, USA",41.9090947,-87.6775758
692,South Shore Cultural Center,NULL,4.5,1621,"7059 S South Shore Dr, Chicago, IL 60649, USA",41.7684565,-87.5636858
499,L' Patron,1,4.4,1628,"3749 W Fullerton Ave, Chicago, IL 60647, USA",41.9243248,-87.7213113
807,Hyatt Place Chicago/Downtown-The Loop,NULL,4.3,1628,"28 N Franklin St, Chicago, IL 60606, USA",41.882755,-87.6356806
57,Lou Malnati's Pizzeria,2,4.3,1629,"410 N Michigan Ave, Chicago, IL 60611, USA",41.8900007,-87.6247701
1290,Mastro's Steakhouse,4,4.5,1630,"520 N Dearborn St, Chicago, IL 60654, USA",41.8915228,-87.6298226
925,Steak 48,3,4.5,1638,"615 N Wabash Ave, Chicago, IL 60611, USA",41.892992,-87.6264649
339,Al's #1 Italian Beef,2,4.1,1640,"1079 W Taylor St, Chicago, IL 60607, USA",41.8693257,-87.6540164
787,Cook Brothers,NULL,4.2,1640,"1740 N Kostner Ave, Chicago, IL 60639, USA",41.9126519,-87.7378951
1058,Wilde Bar & Restaurant,2,4.6,1641,"3130 N Broadway, Chicago, IL 60657, USA",41.9386917,-87.6445083
788,5 Rabanitos Restaurante & Taqueria,2,4.5,1645,"1758 W 18th St, Chicago, IL 60608, USA",41.858,-87.6709447
1372,Damenzo's Pizza,1,4.1,1648,"2324 W Taylor St, Chicago, IL 60612, USA",41.869124,-87.6847216
832,The Boiler Room,1,4.5,1649,"2210 N California Ave, Chicago, IL 60647, USA",41.9220802,-87.6975106
1114,The Original Pancake House,2,4.5,1658,"22 E Bellevue Pl, Chicago, IL 60611, USA",41.901791,-87.6274495
1264,Qing Xiang Yuan Dumplings,2,4.5,1658,"2002 S Wentworth Ave #103, Chicago, IL 60616, USA",41.8551695,-87.6319902
726,SpringHill Suites by Marriott Chicago O'Hare,NULL,4.2,1660,"8101 W Higgins Rd, Chicago, IL 60631, USA",41.9851267,-87.83005
545,Buffalo Wild Wings,2,3.6,1669,"2650 N Narragansett Ave, Chicago, IL 60639, USA",41.9286013,-87.7860174
1090,W Chicago - City Center,3,4,1670,"172 W Adams St, Chicago, IL 60603, USA",41.8795207,-87.6332144
54,Barrio,3,4.3,1673,"65 W Kinzie St, Chicago, IL 60654, USA",41.8890412,-87.6304305
667,Bundoo Khan,2,4,1675,"2539 W Devon Ave, Chicago, IL 60659, USA",41.9975644,-87.693728
1213,Soul Veg City,2,4.4,1675,"203 E 75th St, Chicago, IL 60619, USA",41.7582154,-87.6196992
136,Calo Ristorante,2,4.6,1678,"5343 N Clark St, Chicago, IL 60640, USA",41.979371,-87.668082
740,Wings and Rings,2,4,1697,"3434 S Halsted St, Chicago, IL 60608, USA",41.8316161,-87.6462546
707,Simone's,2,4.3,1714,"960 W 18th St, Chicago, IL 60608, USA",41.8582389,-87.6510506
1309,Native Foods,2,4.5,1717,"218 S Clark St, Chicago, IL 60604, USA",41.8789192,-87.6311318
1166,Golden Nugget Pancake House,1,4.3,1745,"2406 W Diversey Ave, Chicago, IL 60647, USA",41.9322933,-87.6883262
480,Handlebar,2,4.6,1747,"2311 W North Ave, Chicago, IL 60647, USA",41.9101705,-87.685297
785,Firecakes Donuts,1,4.5,1749,"68 W Hubbard St, Chicago, IL 60654, USA",41.890149,-87.6306219
1041,Pinstripes,2,4.4,1783,"435 E Illinois St, Chicago, IL 60611, USA",41.8909198,-87.6162815
348,Lowcountry South Loop,2,4.5,1783,"1132 S Wabash Ave, Chicago, IL 60605, USA",41.8681974,-87.6263313
1026,Hienie's Shrimp House,1,4.2,1800,"10359 S Torrence Ave, Chicago, IL 60617, USA",41.7065604,-87.5593596
841,River Roast,2,4.4,1813,"315 N La Salle St, Chicago, IL 60654, USA",41.8879482,-87.6322746
34,El Cubanito Restaurant,1,4.7,1831,"2555 N Pulaski Rd, Chicago, IL 60639, USA",41.927824,-87.726689
73,The Home Depot,1,4.1,1867,"6211 N Lincoln Ave, Chicago, IL 60659, USA",41.996368,-87.7142697
622,Mariscos El Kora,2,4.4,1871,"5207 S Archer Ave, Chicago, IL 60632, USA",41.7996833,-87.7347779
1266,Chicago Getaway Hostel,NULL,4.1,1871,"616 W Arlington Pl, Chicago, IL 60614, USA",41.9268713,-87.6445955
507,Duck Duck Goat,3,4.5,1878,"857 W Fulton Market, Chicago, IL 60607, USA",41.8865644,-87.6495833
424,Hilton Chicago/Magnificent Mile Suites,NULL,4.3,1878,"198 E Delaware Pl, Chicago, IL 60611, USA",41.8997789,-87.6220647
27,Fatso's Last Stand,1,4.4,1879,"2258 W Chicago Ave, Chicago, IL 60622, USA",41.8959556,-87.6842456
547,Jibaritos on Harlem,2,4.1,1889,"3317 N Harlem Ave, Chicago, IL 60634, USA",41.9404212,-87.8066957
705,La Pasadita,2,4,1894,"1140 N Ashland Ave, Chicago, IL 60622, USA",41.9027048,-87.6678521
446,I 57 RIB House,2,3.4,1907,"1524 W 115th St, Chicago, IL 60643, USA",41.6851283,-87.6613746
111,Flat Top Grill,2,4.2,1940,"30 S Wabash Ave, Chicago, IL 60603, USA",41.8811278,-87.6263889
25,Lady Gregory's Irish Bar & Restaurant,2,4.5,1982,"5260 N Clark St, Chicago, IL 60640, USA",41.977892,-87.66856
883,The Westin Michigan Avenue Chicago,NULL,4.3,2004,"909 Michigan Ave, Chicago, IL 60611, USA",41.8994023,-87.6234555
242,Mario's Italian Lemonade,1,4.7,2013,"1068 W Taylor St, Chicago, IL 60607, USA",41.869672,-87.6538354
1145,AMC DINE-IN Block 37,NULL,4.3,2025,"108 N State St, Chicago, IL 60602, USA",41.8834773,-87.6281792
914,Emporium Logan Square,2,4.4,2026,"2363 N Milwaukee Ave, Chicago, IL 60647, USA",41.9242658,-87.6993292
777,Paco's Tacos,1,4.5,2035,"4311 S Archer Ave, Chicago, IL 60632, USA",41.8150644,-87.7021912
706,The Bad Apple,2,4.6,2061,"4300 N Lincoln Ave, Chicago, IL 60618, USA",41.959756,-87.682822
768,Home of the Hoagy,2,4,2151,"1316 W 111th St, Chicago, IL 60643, USA",41.6924046,-87.6553609
548,Piece Brewery,2,4.5,2176,"1927 W North Ave, Chicago, IL 60622, USA",41.9103001,-87.6761216
1134,Tanta Chicago,3,4.6,2231,"118 W Grand Ave, Chicago, IL 60654, USA",41.8917686,-87.6320144
899,Bub City,2,4.3,2232,"435 N Clark St, Chicago, IL 60654, USA",41.8902518,-87.6308927
256,Indian Garden Restaurant,2,4,2260,"247 E Ontario St, Chicago, IL 60611, USA",41.893212,-87.62081
688,Ghirardelli Ice Cream and Chocolate Shop,NULL,4.6,2273,"400 N Michigan Ave Suite 100, Chicago, IL 60611, USA",41.8895457,-87.6247187
43,Virgin Hotels Chicago,3,4.5,2286,"203 N Wabash Ave, Chicago, IL 60601, USA",41.886059,-87.6260006
484,RPM Steak,4,4.6,2293,"66 W Kinzie St, Chicago, IL 60654, USA",41.8893671,-87.6306058
695,Medici On 57th,2,4.4,2293,"1327-1331, 1327 E 57th St, Chicago, IL 60637, USA",41.7912798,-87.593757
1380,Hyatt Centric Chicago Magnificent Mile,NULL,4.4,2309,"633 N St Clair St, Chicago, IL 60611, USA",41.8938374,-87.6223754
1025,Fairmont Chicago Millennium Park,3,4.4,2315,"200 N Columbus Dr, Chicago, IL 60601, USA",41.8860915,-87.6208909
294,"Crowne Plaza Chicago West Loop, an IHG Hotel",NULL,3.9,2345,"25 S Halsted St, Chicago, IL 60661, USA",41.880866,-87.6469826
1218,Buddy Guy's Legends,2,4.6,2358,"700 S Wabash Ave, Chicago, IL 60605, USA",41.8730188,-87.626182
759,Buyers Flea Market,NULL,4.4,2363,"4545 W Division St, Chicago, IL 60651, USA",41.9019952,-87.7405079
163,Fabulous Freddies Italian Eatery,1,4.3,2366,"701 W 31st St, Chicago, IL 60616, USA",41.8378887,-87.6439876
819,The Promontory,2,4.3,2368,"5311 S Lake Park Ave W, Chicago, IL 60615, USA",41.7990051,-87.5876077
3,"Radisson Blu Aqua Hotel, Chicago",NULL,4.4,2385,"221 N Columbus Dr, Chicago, IL 60601, USA",41.88658,-87.6201552
445,Zacatacos,1,4,2409,"3949 W 71st St, Chicago, IL 60629, USA",41.7639035,-87.7219127
683,TGI Fridays,2,3.9,2446,"153 E Erie St, Chicago, IL 60611, USA",41.894007,-87.623429
1078,Volare Ristorante Italiano,2,4.6,2477,"201 E Grand Ave, Chicago, IL 60611, USA",41.8915361,-87.6225667
987,Mercadito,3,4.3,2487,"108 W Kinzie St, Chicago, IL 60654, USA",41.8894299,-87.631597
1107,MacArthur's Restaurant,1,4.1,2524,"5412 W Madison St, Chicago, IL 60644, USA",41.880544,-87.7607531
978,Chicago Midway International Airport,NULL,3.6,2529,"5700 S Cicero Ave, Chicago, IL 60638, USA",41.7867759,-87.7521884
263,Marriott Marquis Chicago,NULL,4.6,2542,"2121 S Prairie Ave, Chicago, IL 60616, USA",41.8540186,-87.6205363
1234,Tortas Frontera by Rick Bayless,2,4.2,2549,"10000 W Balmoral Ave, Chicago, IL 60666, USA",41.9800287,-87.9066798
821,The Dearborn,2,4.6,2550,"145 N Dearborn St, Chicago, IL 60602, USA",41.8843373,-87.6292766
350,Howl at the Moon Chicago,2,4.4,2659,"26 W Hubbard St, Chicago, IL 60654, USA",41.890257,-87.629165
1172,Maggiano's Little Italy,2,4.4,2665,"516 N Clark St, Chicago, IL 60654, USA",41.891168,-87.631099
1176,Sugar Factory Chicago River North,3,4.1,2689,"55 E Grand Ave, Chicago, IL 60611, USA",41.8915589,-87.6255728
784,RPM Italian,3,4.5,2748,"52 W Illinois St, Chicago, IL 60654, USA",41.8910545,-87.6299888
539,Noon O Kabab,2,4.5,2767,"4701 N Kedzie Ave, Chicago, IL 60625, USA",41.9669987,-87.7081283
697,Sweetwater Tavern and Grille,2,4.3,2799,"225 N Michigan Ave, Chicago, IL 60601, USA",41.8865653,-87.6242275
631,Lou Mitchell's,2,4.6,2831,"565 W Jackson Blvd, Chicago, IL 60661, USA",41.8779176,-87.6421428
758,Chicago Marriott Downtown Magnificent Mile,NULL,4.3,2871,"540 Michigan Ave, Chicago, IL 60611, USA",41.8921331,-87.6245096
800,Pizano's Pizza & Pasta,2,4.1,2890,"61 E Madison St, Chicago, IL 60603, USA",41.8819637,-87.6256854
132,Raymond's Tacos No. 2,1,4.5,2922,"2406 S Blue Island Ave, Chicago, IL 60608, USA",41.8488141,-87.6755341
249,Jerk Taco Man Caribbean BBQ,1,3.8,2933,"7723 S State St, Chicago, IL 60619, USA",41.7538199,-87.6243938
1343,Kingston Mines,2,4.7,2958,"2548 N Halsted St, Chicago, IL 60614, USA",41.9287006,-87.6490441
1130,Embassy Suites by Hilton Chicago Downtown Magnificent Mile,NULL,4.3,2975,"511 N Columbus Dr, Chicago, IL 60611, USA",41.8914042,-87.6199634
617,W Chicago - Lakeshore,3,4.2,3082,"644 N Lake Shore Dr, Chicago, IL 60611, USA",41.8939186,-87.6153661
1267,Chicago Athletic Association - In the Unbound Collection by Hyatt,3,4.6,3088,"12 S Michigan Ave, Chicago, IL 60603, USA",41.8816642,-87.6247177
1167,Headquarters Beercade,2,4.5,3204,"213 W Institute Pl, Chicago, IL 60610, USA",41.8973175,-87.6348622
151,Giordano's,2,4.3,3264,"700 E Grand Ave, Chicago, IL 60611, USA",41.8917772,-87.6095942
769,Green Street Smoked Meats,2,4.7,3315,"112 N Green St, Chicago, IL 60607, USA",41.8836576,-87.6489078
68,The Berghoff Restaurant,2,4.4,3374,"17 W Adams St, Chicago, IL 60603, USA",41.879252,-87.628406
313,The Gage,3,4.5,3425,"24 S Michigan Ave, Chicago, IL 60603, USA",41.8813268,-87.6246925
552,Kuma's Corner,2,4.6,3537,"2900 W Belmont Ave, Chicago, IL 60618, USA",41.9395644,-87.7004421
414,Smoque BBQ,2,4.7,3589,"3800 N Pulaski Rd, Chicago, IL 60641, USA",41.9501327,-87.727667
857,Chick-fil-A,1,4.4,3698,"177 N State St Suite 1A, Chicago, IL 60601, USA",41.8856029,-87.6276723
183,AMC Galewood Crossings 14,NULL,4.2,3751,"5530 W Homer St, Chicago, IL 60639, USA",41.9158964,-87.7644955
1296,Small Cheval,2,4.6,3767,"1732 N Milwaukee Ave, Chicago, IL 60647, USA",41.9128179,-87.6815051
668,The Drake,NULL,4.4,3866,"140 E Walton Pl, Chicago, IL 60611, USA",41.9001198,-87.6234858
72,Regal City North,NULL,4.1,3910,"2600 N Western Ave, Chicago, IL 60647, USA",41.930187,-87.6881
328,Swap-O-Rama Flea Markets,NULL,4.2,4079,"4100 S Ashland Ave, Chicago, IL 60609, USA",41.818783,-87.667523
907,Three Dots and a Dash,3,4.5,4518,"435 N Clark St, Chicago, IL 60654, USA",41.8902505,-87.6307448
597,The Purple Pig Restaurant,2,4.6,4914,"444 Michigan Ave, Chicago, IL 60611, USA",41.890739,-87.6245691
661,Lawrence's Fish & Shrimp,2,4.3,5229,"2120 S Canal St, Chicago, IL 60616, USA",41.8538719,-87.6388575
696,Quartino Ristorante,2,4.5,5406,"626 N State St, Chicago, IL 60654, USA",41.8935763,-87.6284713
1019,Ricobene's,1,4.6,5996,"252 W 26th St, Chicago, IL 60616, USA",41.8457437,-87.6339284
217,Jim's Original,1,4.5,6929,"1250 S Union Ave, Chicago, IL 60607, USA",41.865692,-87.645223
51,The Chicago Theatre,NULL,4.7,6962,"175 N State St, Chicago, IL 60601, USA",41.8855132,-87.6275856
46,Ford City Mall,NULL,3.8,7045,"7601 S Cicero Ave, Chicago, IL 60652, USA",41.7558159,-87.7370785
77,South Loop - Lou Malnati's Pizzeria,2,4.5,7082,"805 S State St, Chicago, IL 60605, USA",41.8715611,-87.6272861
690,Hyatt Regency Chicago,NULL,4.4,9087,"151 E Wacker Dr, Chicago, IL 60601, USA",41.8874455,-87.6216614
611,Soldier Field,NULL,4.6,9309,"1410 Special Olympics Dr, Chicago, IL 60605, USA",41.8623132,-87.6166884
267,Macy's,2,4.3,10329,"111 N State St, Chicago, IL 60602, USA",41.8838936,-87.6273976
1097,"Museum of Science and Industry, Chicago",NULL,4.7,23534,"5700 S DuSable Lake Shore Dr, Chicago, IL 60637, USA",41.7905726,-87.5830659
326,Taste of Shanghai,1,NULL,NULL,"2002 S Wentworth Ave, Chicago, IL 60616, USA",41.8550876,-87.6321328
672,Ma Gong La Po Restaurant,1,NULL,NULL,"2002 S Wentworth Ave, Chicago, IL 60616, USA",41.8550876,-87.6321328
1232,The Windsor Tavern and Grill,1,NULL,NULL,"4530 N Milwaukee Ave, Chicago, IL 60630, USA",41.963169,-87.756931
306,1633 N Halsted St Parking,NULL,NULL,NULL,"1633N N Halsted St, Chicago, IL 60614, USA",41.9120265,-87.6480157
359,Kiss the cook BBQ,NULL,NULL,NULL,"4001 W Jackson Blvd, Chicago, IL 60624, USA",41.8767332,-87.7257757
361,Lo Mejor De Lo Mejor,NULL,NULL,NULL,"2599 S Springfield Ave, Chicago, IL 60623, USA",41.8440551,-87.7219618
489,CAFE: Coffee Bar & Experimental Kitchen,NULL,NULL,NULL,"3452 S Western Ave, Chicago, IL 60608, USA",41.8305362,-87.6853712
554,Tamaleria Roman,NULL,NULL,NULL,"Chicago, IL 60639, USA",41.9166489,-87.752818
604,Grub Berry,NULL,NULL,NULL,"2838 W Roosevelt Rd, Chicago, IL 60612, USA",41.866752,-87.697497
679,Aramark,NULL,NULL,NULL,"1740 W Taylor St, Chicago, IL 60612, USA",41.8693625,-87.6705318
685,J F Services Inc,NULL,NULL,NULL,"1607 W Fullerton Ave, Chicago, IL 60614, USA",41.9248765,-87.6685603
782,Remedy Cafe,NULL,NULL,NULL,"200 E Randolph St, Chicago, IL 60601, USA",41.8852827,-87.6215123
802,Reliable Network Solutions,NULL,NULL,NULL,"3831 N Kedzie Ave #2s, Chicago, IL 60618, USA",41.951251,-87.7077009
809,Kangaroo Board,NULL,NULL,NULL,"363 W Erie St, Chicago, IL 60654, USA",41.893702,-87.6381478
813,Jars by Jasiman Desert Bar (SouthShore),NULL,NULL,NULL,"1732 E 79th St, Chicago, IL 60649, USA",41.7517426,-87.5818859
1064,Frozen Foods,NULL,NULL,NULL,"335 W North Ave, Chicago, IL 60610, USA",41.910803,-87.6383719
1077,Salads UP,NULL,NULL,NULL,"205 W Wacker Dr, Chicago, IL 60606, USA",41.8864436,-87.6342963
1237,Royalty Catering Services,NULL,NULL,NULL,"Chicago, IL 60636, USA",41.7915352,-87.6648725
1301,Wesley's Place,NULL,NULL,NULL,"513 1/2 E 47th St, Chicago, IL 60653, USA",41.809318,-87.6132244
1322,Schorsch Village Improvement Association,NULL,NULL,NULL,"6940 W Belmont Ave, Chicago, IL 60646, USA",41.9382777,-87.7998097
1348,Seyfarth Shaw - Jason M. Torres,NULL,NULL,NULL,"Citadel Center self-Park Garage, 131 S Dearborn St, Chicago, IL 60603, USA",41.8798207,-87.6287412
1374,Joe Willies,NULL,NULL,NULL,"E 77th St &, S Wabash Ave, Chicago, IL 60619, USA",41.7544077,-87.6230428
1389,Mama K's,NULL,NULL,NULL,"2615 W Lawrence Ave, Chicago, IL 60625, USA",41.9683724,-87.6944546
1397,Hong Hiep MOBILE,NULL,NULL,NULL,"1126 W Argyle St, Chicago, IL 60640, USA",41.9734678,-87.6589139
