,name,price_level,rating,user_ratings_total,formatted_address,latitude,longitude
771,Spinzer Restaurant,1,4,559,"2331 W Devon Ave, Chicago, IL 60659, USA",41.9976579,-87.6888295
774,May Flower,1,4,239,"5240 N Pulaski Rd M, Chicago, IL 60630, USA",41.9767805,-87.7287809
788,Mei Shung,1,4,165,"5511 N Broadway, Chicago, IL 60640, USA",41.9822029,-87.6596987
801,Guapo Taco Tacos De Canasta,1,4,719,"2430 W 47th St, Chicago, IL 60632, USA",41.8085387,-87.6857217
818,Western Tacos,1,4,940,"7151 S Western Ave, Chicago, IL 60636, USA",41.7632532,-87.6827778
879,65 Express 201 W. Madison St,1,4,252,"201 W Madison St, Chicago, IL 60606, USA",41.8818893,-87.6344481
1089,Victor's Restaurant Pizza,1,4,186,"5418 W North Ave, Chicago, IL 60639, USA",41.9097499,-87.7613895
1147,Wing Wah Restaurant Chinese,1,4,107,"6452 W 63rd St, Chicago, IL 60638, USA",41.77797,-87.7834019
1159,Eat First,1,4,229,"3337 W Belmont Ave, Chicago, IL 60618, USA",41.9390712,-87.7115718
1224,Primo Pizza,1,4,120,"5600 N Clark St, Chicago, IL 60660, USA",41.9836127,-87.669089
38,Foxtrot,2,4,42,"1019 W Lake St, Chicago, IL 60607, USA",41.8853596,-87.6529479
229,Wingstop,2,4,116,"4547 N Broadway, Chicago, IL 60640, USA",41.9649712,-87.6568561
304,Lacoco's Pizza & Sports Club,2,4,1261,"3350 W 47th St, Chicago, IL 60632, USA",41.8083803,-87.7082875
349,Diva Thai & Sushi Bar,2,4,492,"3542 N Halsted St, Chicago, IL 60657, USA",41.9467119,-87.649719
505,Pizza by Geneo's,2,4,249,"2945 W 59th St, Chicago, IL 60629, USA",41.7862318,-87.6977969
544,The Farehouse Market,2,4,21,"600 W Chicago Ave, Chicago, IL 60654, USA",41.8975334,-87.6433858
571,La Fogata,2,4,203,"3433 W Lawrence Ave #5116, Chicago, IL 60625, USA",41.9682122,-87.7147562
593,Min Min Asian Cafe,2,4,108,"1465 W Irving Park Rd, Chicago, IL 60613, USA",41.9541143,-87.6666783
603,Firehouse Bakery & Grill,2,4,24,"720 E 75th St, Chicago, IL 60619, USA",41.7586723,-87.606991
691,Mi Tierra En La Villita (MEXICO IN CHICAGO),2,4,2379,"2528 S Kedzie Ave, Chicago, IL 60623, USA",41.845389,-87.705438
860,Pearl's Place Restaurant,2,4,2848,"3901 S Michigan Ave, Chicago, IL 60653, USA",41.8235863,-87.6227774
861,Gianna's Pizza,2,4,259,"1519 E 87th St, Chicago, IL 60619, USA",41.736538,-87.587264
890,Original Triple Crown Restaurant,2,4,225,"211 W 22nd Pl, Chicago, IL 60616, USA",41.852055,-87.6325827
946,La Fiesta Mexican Restaurant,2,4,597,"3333 W 111th St A, Chicago, IL 60655, USA",41.691204,-87.7042525
953,Lao Sze Chuan,2,4,1166,"2172 S Archer Ave, Chicago, IL 60616, USA",41.8532922,-87.634957
981,Hubbard Inn,2,4,902,"110 W Hubbard St, Chicago, IL 60654, USA",41.8901573,-87.6316291
992,Nine Thai Cuisine,2,4,114,"2349 N Clark St, Chicago, IL 60614, USA",41.9251453,-87.6400317
995,Rosati's Pizza,2,4,130,"3150 W 111th St, Chicago, IL 60655, USA",41.6919649,-87.7004606
1010,Thai Classic Restaurant,2,4,8,"3332 N Clark St, Chicago, IL 60657, USA",41.942571,-87.6530167
1112,Bamboo Garden Restaurant,2,4,27,"3203 N Clark St, Chicago, IL 60657, USA",41.9401826,-87.6506281
1134,Uncle Joe's Jerk Chicken Hyde Park,2,4,930,"1461 E Hyde Park Blvd, Chicago, IL 60615, USA",41.8022011,-87.589419
1306,The Mukase African Restaurant,2,4,263,"1363 W Wilson Ave, Chicago, IL 60640, USA",41.965178,-87.6648019
1314,La Lagartija Taqueria,2,4,369,"132 S Ashland Ave, Chicago, IL 60607, USA",41.8792901,-87.6669301
707,Wicker Park Seafood & Sushi Bar,3,4,1191,"10000 West O'Hare Avenue, Terminal 2, main, Chicago, IL 60666, USA",41.9767501,-87.9058553
136,Rehmania Lupo's,NULL,4,1,"7055 S Halsted St, Chicago, IL 60621, USA",41.7655289,-87.6442428
159,Shrimps Seafood & Chicken/Tony's Gyros & Philly,NULL,4,257,"8153 S Cottage Grove Ave, Chicago, IL 60619, USA",41.7460012,-87.6045441
176,Super Mall,NULL,4,2598,"5220 S Pulaski Rd, Chicago, IL 60632, USA",41.7980556,-87.725
216,Paleteria La Ceiba,NULL,4,3,"5858 W Grand Ave, Chicago, IL 60639, USA",41.9202958,-87.7729527
256,JJ FISH AND CHICKEN,NULL,4,43,"47 W 79th St, Chicago, IL 60620, USA",41.750571,-87.6264476
278,Joy Fish,NULL,4,190,"9512 S Halsted St, Chicago, IL 60628, USA",41.7211116,-87.6436844
404,Gari Sushi Chicago,NULL,4,3,"2507 W Fullerton Ave, Chicago, IL 60647, USA",41.9246866,-87.6902192
440,bb.q Chicken Edgewater Beach,NULL,4,59,"1103 W Bryn Mawr Ave, Chicago, IL 60660, USA",41.9835543,-87.6582335
503,Volcano Sushi Restaurant,NULL,4,70,"2521 N California Ave, Chicago, IL 60647, USA",41.9273109,-87.6973571
698,Maya's Nayarit Restaurant,NULL,4,157,"4318 W Fullerton Ave, Chicago, IL 60639, USA",41.9246062,-87.7349412
794,Northwestern Medicine Prentice Women's Hospital,NULL,4,119,"250 E Superior St, Chicago, IL 60611, USA",41.8962478,-87.620725
920,LA MICHOACANA DIVERSEY,NULL,4,153,"4614 W Diversey Ave, Chicago, IL 60639, USA",41.932526,-87.7423853
1006,The Whitehall Hotel,NULL,4,1658,"105 E Delaware Pl, Chicago, IL 60611, USA",41.8990313,-87.6257347
1098,Malcolm X College,NULL,4,222,"1900 W Jackson Blvd, Chicago, IL 60612, USA",41.8778777,-87.6749639
1169,Tasty Chuanchuanxiang Hotpot,NULL,4,60,"3335 S Halsted St, Chicago, IL 60608, USA",41.8333567,-87.6460268
1234,King Soul Food Gallery,NULL,4,98,"8103 S Cottage Grove Ave, Chicago, IL 60619, USA",41.7474474,-87.6047134
1239,Urbn Bistro,NULL,4,33,"6526 W North Ave, Chicago, IL 60707, USA",41.9095072,-87.7893794
1243,New Hap's Grill,NULL,4,43,"6859 S Loomis Blvd, Chicago, IL 60636, USA",41.7687735,-87.6585707
1278,TrueNorth Cafe Hyde Park,NULL,4,70,"1323 E 57th St, Chicago, IL 60637, USA",41.7913771,-87.5938445
0,El Taco Azteca - Pilsen,1,4.1,37,"2151 W Cermak Rd, Chicago, IL 60608, USA",41.851924,-87.6802858
114,J J Fish on Kedzie,1,4.1,514,"411 S Kedzie Ave, Chicago, IL 60612, USA",41.875465,-87.705104
117,Sunny Sub,1,4.1,349,"380 E 71st St, Chicago, IL 60619, USA",41.7658486,-87.615402
126,Market Fish 2,1,4.1,608,"242 E 103rd St, Chicago, IL 60628, USA",41.7074734,-87.6169686
183,Bacci Pizzeria,1,4.1,241,"162 N Franklin St, Chicago, IL 60606, USA",41.8849875,-87.6355678
253,Lockal Bar & Quick Bite,1,4.1,63,"3256 W Lawrence Ave, Chicago, IL 60625, USA",41.9685291,-87.7107103
285,Red Eyes Cafe,1,4.1,145,"4164 N Lincoln Ave, Chicago, IL 60618, USA",41.9576592,-87.6814066
311,Kennedy Fish & Chicken,1,4.1,119,"112 E 47th St, Chicago, IL 60653, USA",41.8094625,-87.6221401
330,Sara & Lee's,1,4.1,89,"5535 W Chicago Ave, Chicago, IL 60651, USA",41.8947643,-87.7650405
348,La Piri Tacos Taqueria,1,4.1,282,"6102 W Diversey Ave, Chicago, IL 60639, USA",41.9312482,-87.7786392
401,Su Taqueria El Rey Del Taco y Sus Mariscos,1,4.1,529,"7138 N Clark St, Chicago, IL 60626, USA",42.012486,-87.6750549
414,Bacci Pizzeria - Milwaukee Ave,1,4.1,811,"4367 N Milwaukee Ave, Chicago, IL 60641, USA",41.9604876,-87.7540746
480,New York Halal Pizza,1,4.1,316,"2262 W Devon Ave, Chicago, IL 60659, USA",41.9978939,-87.6873203
570,Ghareeb Nawaz Restaurant,1,4.1,4922,"2032 W Devon Ave, Chicago, IL 60659, USA",41.9980708,-87.6815765
578,LiteHouse Whole Food Grill,1,4.1,669,"1660 E 55th St, Chicago, IL 60615, USA",41.7953414,-87.5842248
713,Siri Indian Restaurant,1,4.1,697,"1520 W Taylor St, Chicago, IL 60607, USA",41.8693845,-87.6649694
754,Pho's Spicier Thai Cuisine,1,4.1,277,"4638 N Western Ave, Chicago, IL 60625, USA",41.9659609,-87.6891601
826,Benny's Pizza,1,4.1,397,"1244 W 18th St, Chicago, IL 60608, USA",41.8580439,-87.6580779
881,Bacci Pizza,1,4.1,443,"2557 N Halsted St, Chicago, IL 60614, USA",41.928956,-87.648704
903,La Fiesta Bakery,1,4.1,294,"6424 S Pulaski Rd, Chicago, IL 60629, USA",41.7760257,-87.7230404
923,Denni's Pizza,1,4.1,47,"4030 W 26th St, Chicago, IL 60623, USA",41.8444399,-87.7257912
926,Morry's Deli,1,4.1,439,"5500 S Cornell Ave, Chicago, IL 60637, USA",41.7950886,-87.5856238
976,Nicky's Restaurant & Pancake House,1,4.1,567,"7829 S Western Ave, Chicago, IL 60620, USA",41.7510696,-87.6826377
988,Naples Pizza,1,4.1,335,"4300 S Western Ave, Chicago, IL 60609, USA",41.8155828,-87.6849845
1004,TBK Greektown (Taco Burrito King),1,4.1,867,"811 W Jackson Blvd, Chicago, IL 60607, USA",41.8778406,-87.6477525
1075,Lee's Garden Chinese Restaurant,1,4.1,230,"4240 W North Ave, Chicago, IL 60639, USA",41.9100985,-87.7326363
1125,Hing Kee,1,4.1,888,"2140 S Archer Ave, Chicago, IL 60616, USA",41.8538723,-87.633744
1155,El Mirador,1,4.1,559,"5340 W Diversey Ave, Chicago, IL 60639, USA",41.9315859,-87.7605204
1174,Cholies Pizza,1,4.1,443,"3711 W 63rd St, Chicago, IL 60629, USA",41.7786133,-87.7159347
1190,Lindo Guadalajara,1,4.1,734,"4761 N Clark St, Chicago, IL 60640, USA",41.9688075,-87.6673256
1258,Kam's Chop Suey,1,4.1,211,"7 E 83rd St, Chicago, IL 60619, USA",41.7432869,-87.6239434
1294,Nary's Grill & Pizza,1,4.1,146,"4230 S Archer Ave, Chicago, IL 60632, USA",41.8166667,-87.7005556
1319,Dynamic African Cuisine Inc,1,4.1,71,"1127 W Thorndale Ave, Chicago, IL 60660, USA",41.9896059,-87.6592843
1322,High Tide Poke,1,4.1,104,"203 N La Salle St Unit 150, Chicago, IL 60601, USA",41.886036,-87.632065
97,All Day Kitchens,2,4.1,9,"5240 N Pulaski Rd #K, Chicago, IL 60630, USA",41.976884,-87.7289793
162,Peach's Restaurant,2,4.1,1593,"4652 S King Dr, Chicago, IL 60653, USA",41.8094714,-87.6169868
235,Dock's,2,4.1,356,"321 E 35th St, Chicago, IL 60616, USA",41.8309528,-87.6182603
358,Giorgino's Pizza,2,4.1,114,"5723 W 63rd St, Chicago, IL 60638, USA",41.7778779,-87.7651653
422,Mis Tacos Mexican Food,2,4.1,304,"4308 W Marquette Rd, Chicago, IL 60629, USA",41.7714587,-87.7304594
474,Valentina Restaurant,2,4.1,443,"4506 W 63rd St, Chicago, IL 60629, USA",41.77876,-87.735416
536,El Jardin,2,4.1,478,"3335 N Clark St, Chicago, IL 60657, USA",41.942726,-87.6527613
558,Roots Handmade Pizza - South Loop,2,4.1,436,"744 S Dearborn St, Chicago, IL 60605, USA",41.8724667,-87.6293611
611,Amarit Thai and sushi,2,4.1,394,"600 S Dearborn St, Chicago, IL 60605, USA",41.8742497,-87.6294088
636,Birrieria De La Torre,2,4.1,633,"6724 S Pulaski Rd, Chicago, IL 60629, USA",41.770559,-87.722792
656,Chinese Kitchen Sushi,2,4.1,368,"420 W 31st St, Chicago, IL 60616, USA",41.8384652,-87.6374362
658,El Puerto,2,4.1,615,"3018 W 47th St, Chicago, IL 60632, USA",41.8083232,-87.699931
666,Kizin Creole Restaurant,2,4.1,291,"2311 W Howard St, Chicago, IL 60645, USA",42.019315,-87.688197
678,Lou Malnati's Pizzeria,2,4.1,136,"1520 N Damen Ave, Chicago, IL 60622, USA",41.9088134,-87.6778869
729,La Gozadera Chicago,2,4.1,373,"2542 W Peterson Ave, Chicago, IL 60659, USA",41.9907084,-87.6938011
866,Tang's Garden Restaurant,2,4.1,283,"1826 S Canal St, Chicago, IL 60616, USA",41.8567291,-87.6392805
902,Cafe Rosa,2,4.1,718,"5842 S Archer Ave, Chicago, IL 60638, USA",41.7962069,-87.7604349
917,Cocula Restaurant Commercial,2,4.1,1596,"8847 S Commercial Ave, Chicago, IL 60617, USA",41.734098,-87.551025
955,May St. Cafe and Catering,2,4.1,82,"1146 W Cermak Rd, Chicago, IL 60608, USA",41.8526467,-87.6548636
977,Sabri Nihari Restaurant,2,4.1,3268,"2502 W Devon Ave, Chicago, IL 60659, USA",41.9978139,-87.6925723
1002,Bella Luna - Bar and Pizza,2,4.1,200,"731 N Dearborn St, Chicago, IL 60654, USA",41.8957857,-87.6294197
1050,Himalayan Restaurant,2,4.1,883,"606 S Wabash Ave, Chicago, IL 60605, USA",41.8741209,-87.6262909
1052,Sushi Para M,2,4.1,780,"1633 N Milwaukee Ave, Chicago, IL 60647, USA",41.9111499,-87.6784264
1058,Chop Shop,2,4.1,330,"2033 W North Ave, Chicago, IL 60647, USA",41.910152,-87.6787659
1062,Williams Inn Pizza & Sports Bar,2,4.1,202,"2210 S Michigan Ave, Chicago, IL 60616, USA",41.8525276,-87.6240463
1119,The New Congress Pizza,2,4.1,27,"3737 W Grand Ave, Chicago, IL 60651, USA",41.9038835,-87.7212519
1123,Moretti's Pizzeria & Bar - Lincoln Park,2,4.1,441,"2251 N Lincoln Ave, Chicago, IL 60614, USA",41.9231633,-87.645351
1151,Naty's Pizza 26st,2,4.1,229,"3849 W 26th St #3810, Chicago, IL 60623, USA",41.8441262,-87.7215376
1178,Edie's All Day Cafe & Bar,2,4.1,207,"675 N Wells St, Chicago, IL 60654, USA",41.8946214,-87.6339321
1225,Berghoff Cafe,2,4.1,1645,"Terminal 1 Concourse C, Gate C26, 10000 W Balmoral Ave, Chicago, IL 60666, USA",41.9804815,-87.9099897
1269,Barraco's Pizza,2,4.1,648,"2105 W 95th St, Chicago, IL 60643, USA",41.7208404,-87.6750974
1280,Imperial Restaurant,2,4.1,1065,"2100 S Archer Ave, Chicago, IL 60616, USA",41.8545505,-87.6322801
1304,La Bruquena,2,4.1,480,"2726 W Division St, Chicago, IL 60622, USA",41.9031194,-87.6955417
1327,Oberoi's Indian Food - North Bell,2,4.1,239,"6407 N Bell Ave, Chicago, IL 60645, USA",41.9980984,-87.6860662
1341,Reza's Restaurant,2,4.1,1674,"5255 N Clark St, Chicago, IL 60640, USA",41.977847,-87.668018
933,Osteria del Pastaio,3,4.1,267,"111 E Chestnut St, Chicago, IL 60611, USA",41.898257,-87.6253351
1172,The Lakefront Restaurant at Theater on the Lake,3,4.1,300,"2401 N Lake Shore Dr, Chicago, IL 60614, USA",41.9269518,-87.6308916
44,Mobil,NULL,4.1,83,"7201 N Clark St, Chicago, IL 60626, USA",42.0128082,-87.6744159
55,Cafe Descartes,NULL,4.1,31,"5500 N St Louis Ave, Chicago, IL 60625, USA",41.9815768,-87.7181204
64,Brody's Fish & Chicken,NULL,4.1,56,"7127 S State St, Chicago, IL 60619, USA",41.7647902,-87.6245606
237,Don Pan Bakery,NULL,4.1,28,"5154 S Kedzie Ave, Chicago, IL 60632, USA",41.7992055,-87.7039021
316,Bitoy Bistro,NULL,4.1,8,"5946 W Chicago Ave, Chicago, IL 60651, USA",41.8949182,-87.7742288
318,Eighty4Fifty8,NULL,4.1,24,"8458 S Green St, Chicago, IL 60620, USA",41.7398029,-87.6450852
388,Golden Dragon,NULL,4.1,119,"2459 W Madison St, Chicago, IL 60612, USA",41.8809813,-87.6886736
489,New China Tea Garden Chop Suey,NULL,4.1,23,"11342 S Michigan Ave, Chicago, IL 60628, USA",41.6876724,-87.6212025
641,Ace Pizza,NULL,4.1,120,"27 E 71st St, Chicago, IL 60619, USA",41.7652263,-87.6237299
685,Grant Park Bistro,NULL,4.1,201,"800 S Michigan Ave, Chicago, IL 60605, USA",41.8716758,-87.6244647
851,Quantum Cafe,NULL,4.1,20,"Eckhardt, 5640 S Ellis Ave, Chicago, IL 60637, USA",41.7919972,-87.6015751
911,Conn's Cafe & Catering,NULL,4.1,16,"1535 W Devon Ave, Chicago, IL 60660, USA",41.9979733,-87.6693065
975,Osas African Restaurant - Nigerian cuisine,NULL,4.1,178,"1027 W Wilson Ave, Chicago, IL 60640, USA",41.9652623,-87.6559435
1105,BJ's Market & Bakery,NULL,4.1,240,"10000 West O'Hare Ave, Terminal 3, Concourse K, Gate K15, Chicago, IL 60666, USA",41.9756135,-87.9005718
21,New Archview Restaurant,1,4.2,1067,"3480 S Archer Ave, Chicago, IL 60608, USA",41.8307338,-87.6774711
35,Cafe Press Chicago,1,4.2,125,"800 S Clark St, Chicago, IL 60605, USA",41.8717573,-87.630913
104,Pure Tea,1,4.2,26,"2105 S Jefferson St unit B, Chicago, IL 60616, USA",41.8539185,-87.6415922
147,Pop-N-Pizza,1,4.2,279,"3701 W 59th St, Chicago, IL 60629, USA",41.7859411,-87.7157224
151,Marlon's Chicken,1,4.2,342,"602 E 75th St, Chicago, IL 60619, USA",41.7586678,-87.6100262
172,Chuck's Pizza,1,4.2,354,"10123 S Western Ave, Chicago, IL 60643, USA",41.709335,-87.681362
248,Cafe #10,1,4.2,281,"2625 N Harlem Ave, Chicago, IL 60707, USA",41.9279704,-87.806134
321,Tropical Smoothie Cafe,1,4.2,15,"1509 N Milwaukee Ave, Chicago, IL 60622, USA",41.9090365,-87.6749349
335,Taco Burrito King,1,4.2,842,"5413 W Belmont Ave #4127, Chicago, IL 60641, USA",41.9384457,-87.7623499
386,Daley's Restaurant,1,4.2,2188,"6257 S Cottage Grove Ave, Chicago, IL 60637, USA",41.780612,-87.6056668
398,Corner Bakery,1,4.2,188,"120 S La Salle St, Chicago, IL 60603, USA",41.88007,-87.6325512
410,Blue Frog Thai Noodle & Rice,1,4.2,134,"2951 S Archer Ave, Chicago, IL 60608, USA",41.8406802,-87.6593854
475,Deli King Inc,1,4.2,223,"410 W 71st St, Chicago, IL 60621, USA",41.765506,-87.635222
519,Celis Pizzeria,1,4.2,126,"2605 S Kostner Ave, Chicago, IL 60623, USA",41.8438293,-87.734143
534,Pittsfield Cafe,1,4.2,995,"55 East Washington Street Lobby, Chicago, IL 60602, USA",41.8830558,-87.6257731
554,Dante's Pizzeria,1,4.2,85,"3028 W Armitage Ave, Chicago, IL 60647, USA",41.9175945,-87.7036558
577,Hearty Cafe pancake house,1,4.2,938,"9623 S Western Ave, Chicago, IL 60643, USA",41.7182851,-87.6815585
580,G T's Fast Food,1,4.2,197,"5016 N Pulaski Rd, Chicago, IL 60630, USA",41.972416,-87.7283875
647,B.B.Q. King,1,4.2,433,"2148 S Archer Ave, Chicago, IL 60616, USA",41.8537151,-87.6341067
662,Golden Apple Grill & Breakfast House,1,4.2,1255,"2971 N Lincoln Ave, Chicago, IL 60657, USA",41.9360044,-87.6632145
680,Tapia's Pizza on Howard,1,4.2,111,"2349 W Howard St, Chicago, IL 60645, USA",42.019203,-87.689609
752,ChipMonks,1,4.2,164,"438 W Diversey Pkwy, Chicago, IL 60614, USA",41.9329966,-87.6409901
850,Guerrero's Pizza,1,4.2,232,"2024 S California Ave, Chicago, IL 60608, USA",41.854046,-87.6956535
874,Primos Chicago Pizza,1,4.2,312,"816 W Van Buren St, Chicago, IL 60607, USA",41.876872,-87.648208
891,Wing Yip Chop Suey Restaurant,1,4.2,161,"537 W 26th St, Chicago, IL 60616, USA",41.8451976,-87.6414443
907,Tiparos Thai Cuisine & Sushi Bar,1,4.2,293,"1540 N Clark St, Chicago, IL 60610, USA",41.91065,-87.631892
950,Roma's Village Bar & Grill,1,4.2,245,"9247 S Commercial Ave, Chicago, IL 60617, USA",41.7267921,-87.5508444
959,Always Thai,1,4.2,66,"1825 W Irving Park Rd, Chicago, IL 60613, USA",41.9539993,-87.6753644
961,De Arcos Pizza,1,4.2,478,"2832 E 87th St #3257, Chicago, IL 60617, USA",41.7374983,-87.5548611
964,La Cebollita,1,4.2,307,"4343 W 47th St, Chicago, IL 60632, USA",41.8076528,-87.7326639
1007,New China Tea,1,4.2,431,"4024 W 55th St #4226, Chicago, IL 60632, USA",41.793316,-87.724218
1024,Ho Ho Restaurant,1,4.2,281,"7908 S Halsted St # D, Chicago, IL 60620, USA",41.7501843,-87.6444837
1027,Positano's Pizza,1,4.2,284,"4312 W 55th St, Chicago, IL 60632, USA",41.7932442,-87.7311376
1068,El Taco Veloz,1,4.2,489,"1745 W Chicago Ave, Chicago, IL 60622, USA",41.8958772,-87.671452
1069,Georgia's food depot,1,4.2,158,"7352 S Halsted St, Chicago, IL 60621, USA",41.760018,-87.6444715
1103,Allende Restaurant #1,1,4.2,491,"2408 N Lincoln Ave, Chicago, IL 60614, USA",41.9257148,-87.6493752
1124,Ken Kee Restaurant Hong Kong,1,4.2,672,"2129 S China Pl, Chicago, IL 60616, USA",41.8543969,-87.6332725
1157,Norwood Restaurant,1,4.2,205,"6101 N Northwest Hwy, Chicago, IL 60631, USA",41.992473,-87.7990017
1166,La Roqueta,1,4.2,365,"4023 W 31st St, Chicago, IL 60623, USA",41.8367765,-87.7253049
1181,Kimura Sushi&Ramen(BYOB),1,4.2,227,"1422 W Taylor St, Chicago, IL 60607, USA",41.8694832,-87.6626256
1211,Cholies Pizza Hyde Park,1,4.2,78,"1601 E 53rd St, Chicago, IL 60615, USA",41.7993668,-87.5863807
1219,Shibam Yemeni Kitchen,1,4.2,241,"4748 N Kenneth Ave, Chicago, IL 60630, USA",41.9678,-87.7401783
1236,Big Al's,1,4.2,199,"5335 S Kedzie Ave, Chicago, IL 60632, USA",41.7961453,-87.7034745
1266,Food Xpress Restaurant,1,4.2,135,"3851 S Michigan Ave, Chicago, IL 60653, USA",41.824083,-87.6227367
10,Esquire by Cooper's Hawk,2,4.2,148,"58 E Oak St, Chicago, IL 60611, USA",41.901049,-87.626112
46,Punch Bowl Social Chicago,2,4.2,2158,"310 N Green St, Chicago, IL 60607, USA",41.8872167,-87.6488309
96,Cafe Brauer,2,4.2,322,"2021 N Stockton Dr, Chicago, IL 60614, USA",41.9191173,-87.6338742
141,Starbucks,2,4.2,501,"515 N State St, Chicago, IL 60611, USA",41.891517,-87.626867
190,Mrs. Fields Northwest Train Station,2,4.2,47,"500 West Madison Street 1st Floor - Next To Starbucks , Cross From, Dunkin, Chicago, IL 60661, USA",41.8823062,-87.6403882
342,Andies Restaurant,2,4.2,465,"5253 N Clark St, Chicago, IL 60640, USA",41.977739,-87.668246
456,Paprika,2,4.2,94,"2547 W Lawrence Ave, Chicago, IL 60625, USA",41.9682959,-87.6932615
458,Kings Dining & Entertainment,2,4.2,666,"1500 N Clybourn Ave, Chicago, IL 60610, USA",41.9083828,-87.6463292
465,Pizano's Pizza & Pasta,2,4.2,1397,"2106 S Indiana Ave, Chicago, IL 60616, USA",41.8541667,-87.6225
467,Barraco's Pizza Chicago,2,4.2,684,"3047 W 111th St, Chicago, IL 60655, USA",41.6915045,-87.6978977
479,Pete's Pizza #2,2,4.2,376,"5847 W Montrose Ave, Chicago, IL 60634, USA",41.96015,-87.773824
498,The Pasta Bowl - Lincoln Square,2,4.2,284,"4343 N Lincoln Ave, Chicago, IL 60618, USA",41.9607518,-87.6831335
516,Tequila CJ Cantina Grill,2,4.2,1546,"5750 S Archer Ave, Chicago, IL 60638, USA",41.7968113,-87.7565287
562,Jamaican Tropical Cuisine,2,4.2,159,"8010 S Ashland Ave, Chicago, IL 60620, USA",41.7481301,-87.6635771
590,El Pescador Restaurant,2,4.2,369,"4056 S Western Ave, Chicago, IL 60609, USA",41.8192759,-87.684947
596,Cafe Sushi,2,4.2,159,"1342 N Wells St, Chicago, IL 60610, USA",41.9068282,-87.6347853
607,Nori Chicago | Neighborhood BYOB Sushi Bar and Restaurant | Bucktown,2,4.2,243,"1393 N Milwaukee Ave, Chicago, IL 60622, USA",41.9072688,-87.6722875
624,La Cecina Restaurant Familiar #1,2,4.2,704,"1934 W 47th St, Chicago, IL 60609, USA",41.80872,-87.67362
639,The Silver Palm,2,4.2,114,"768 N Milwaukee Ave, Chicago, IL 60622, USA",41.895577,-87.6547697
682,Retro Cafe and Restaurant,2,4.2,218,"3246 N Central Ave, Chicago, IL 60634, USA",41.9399846,-87.7667149
764,Shan Shaan Taste (Xi'an Cuisine),2,4.2,31,"2002 S Wentworth Ave basement 10, Chicago, IL 60616, USA",41.8548694,-87.6319831
766,Tahoora Sweets & Bakery,2,4.2,2719,"2345 W Devon Ave, Chicago, IL 60659, USA",41.9974987,-87.6892781
809,Su Taqueria Thaly's,2,4.2,335,"3156 N Austin Ave, Chicago, IL 60634, USA",41.9381794,-87.7764298
864,Alegrias Seafood Chicago,2,4.2,1532,"1024 N Ashland Ave, Chicago, IL 60622, USA",41.9004773,-87.6677183
877,Qsazon Mexican Restaurant,2,4.2,430,"8451 S Pulaski Rd, Chicago, IL 60652, USA",41.73884,-87.7212752
898,Thai Pastry,2,4.2,138,"4925 N Broadway Unit E, Chicago, IL 60640, USA",41.9723285,-87.6591153
929,Dolo Restaurant and Bar,2,4.2,822,"2222 S Archer Ave, Chicago, IL 60616, USA",41.8525451,-87.6360999
935,Frank's Pizzeria & Restaurant,2,4.2,249,"6506 W Belmont Ave, Chicago, IL 60634, USA",41.9384403,-87.788878
966,Villa Rosa Pizza,2,4.2,490,"5786 S Archer Ave, Chicago, IL 60638, USA",41.7965936,-87.7579988
1054,Potash Markets - State St,2,4.2,516,"875 N State St, Chicago, IL 60611, USA",41.8987123,-87.6280792
1149,Lena's Pizzeria,2,4.2,185,"5851 W 63rd St, Chicago, IL 60638, USA",41.7777778,-87.7686111
1180,Tio Luis Tacos,2,4.2,1198,"3856 S Archer Ave, Chicago, IL 60632, USA",41.8236626,-87.6890855
1200,Ambassador Chicago,2,4.2,1406,"1301 N State Pkwy, Chicago, IL 60610, USA",41.9060542,-87.6284696
1313,Cumin Restaurant,2,4.2,224,"1414 N Milwaukee Ave, Chicago, IL 60622, USA",41.9075401,-87.6734211
66,Seafood Junction,NULL,4.2,149,"4515 N Sheridan Rd, Chicago, IL 60640, USA",41.964185,-87.654269
148,The Crab House,NULL,4.2,105,"1049 W 103rd St, Chicago, IL 60643, USA",41.706515,-87.649557
152,The Bush Temple - River North,NULL,4.2,37,"108 W Chicago Ave, Chicago, IL 60610, USA",41.8968662,-87.6316468
181,Swap-O-Rama Flea Markets,NULL,4.2,4079,"4100 S Ashland Ave, Chicago, IL 60609, USA",41.818783,-87.667523
182,The Eternity Juice Bar,NULL,4.2,22,"203 E 75th St, Chicago, IL 60619, USA",41.7582025,-87.6196136
299,Bluebird Lanes,NULL,4.2,497,"3900 W Columbus Ave, Chicago, IL 60652, USA",41.737208,-87.719752
341,87th Street Jerk,NULL,4.2,95,"1710 W 87th St, Chicago, IL 60620, USA",41.7359727,-87.6659856
379,Pho Loan,NULL,4.2,161,"1114 W Argyle St, Chicago, IL 60640, USA",41.9734108,-87.6583222
478,The Good Life Soul Food Cafe,NULL,4.2,569,"11142 S Halsted St #3911, Chicago, IL 60628, USA",41.691103,-87.642556
508,Chicago Food On The Run,NULL,4.2,223,"8040 S Ashland Ave, Chicago, IL 60620, USA",41.7473712,-87.6635644
511,Cafe Galapagos,NULL,4.2,176,"3800 W Lawrence Ave, Chicago, IL 60625, USA",41.9684219,-87.7232572
